OBJECTID;X;Y;cat1;cat2;cat3;org_name;Name;addrln1;addrln2;city;state;post_id;zip;use_type;latitude;longitude;POINT_X;POINT_Y
157256408;-118.388700056307741;33.966429966666361;Education;Public Elementary Schools;;Los Angeles Unified;Westport Heights Elementary School;6011 West 79th Street;;Los Angeles;CA;78538;90045;publish;33.96643;-118.3887;6443807.90917981;1810391.41525498
157256410;-118.308360055795376;33.716249967092551;Education;Public Elementary Schools;;Los Angeles Unified;White Point Elementary School;1410 Silvius Avenue;;San Pedro;CA;78540;90731;publish;33.71625;-118.30836;6467889.38102989;1719260.40197931
157256412;-118.24631005652445;33.786439967649009;Education;Public Elementary Schools;;Los Angeles Unified;Wilmington Park Elementary School;1140 Mahar Avenue;;Wilmington;CA;78542;90744;publish;33.78644;-118.24631;6486823.08266371;1744752.48616564
157256413;-118.344330056328431;34.057359967138062;Education;Public Elementary Schools;;Los Angeles Unified;Wilshire Crest Elementary School;5241 West Olympic Boulevard;;Los Angeles;CA;78543;90036;publish;34.05736;-118.34433;6457375.17207147;1843433.43578498
157256414;-118.314420056647066;34.058629966899034;Education;Public Elementary Schools;;Los Angeles Unified;Wilton Place Elementary School;745 South Wilton Place;;Los Angeles;CA;78544;90005;publish;34.05863;-118.31442;6466436.11720413;1843865.92507748
157256415;-118.355670055656873;33.995579967186572;Education;Public Elementary Schools;;Los Angeles Unified;Windsor Hills Math Science;5215 Overdale Drive;;Los Angeles;CA;78545;90043;publish;33.99558;-118.35567;6453860.82673797;1820962.56176355
157256416;-118.570840055871926;34.219489966412809;Education;Public Elementary Schools;;Los Angeles Unified;Winnetka Avenue Elementary School;8240 Winnetka Avenue;;Canoga Park;CA;78546;91306;publish;34.21949;-118.57084;6389102.5343388;1902746.90869322
157256417;-118.379510055953091;34.114289966893274;Education;Public Elementary Schools;;Los Angeles Unified;Wonderland Avenue Elementary School;8510 Wonderland Avenue;;Los Angeles;CA;78547;90046;publish;34.11429;-118.37951;6446797.66468322;1864189.55962698
157256418;-118.295760056233021;33.938479967378676;Education;Public Elementary Schools;;Los Angeles Unified;Woodcrest Elementary School;1151 West 109th Street;;Los Angeles;CA;78548;90044;publish;33.93848;-118.29576;6471959.34664322;1800123.89871655
157256421;-118.177250056877497;33.977809966941116;Education;Public Elementary Schools;;Los Angeles Unified;Woodlawn Avenue Elementary School;6314 Woodlawn Avenue;;Bell;CA;78551;90201;publish;33.97781;-118.17725;6507931.41380656;1814352.33515464
157256422;-118.194360056492698;34.120779966449746;Education;Public Elementary Schools;;Los Angeles Unified;Yorkdale Elementary School;5657 Meridian Street;;Los Angeles;CA;78552;90042;publish;34.12078;-118.19436;6502844.58703797;1866391.41053823
157256474;-118.31613005673924;34.081489967174022;Education;Public Elementary Schools;;Los Angeles Unified;Frances Blend Special Education Center;5210 Clinton Street;;Los Angeles;CA;78604;90004;publish;34.08149;-118.31613;6465944.3432533;1852186.70043065
157256480;-118.557220055693833;34.203029966035942;Education;Public Elementary Schools;;Los Angeles Unified;Sven Lokrantz Special Education Center;19451 Wyandotte Street;;Reseda;CA;78610;91335;publish;34.20303;-118.55722;6393186.68004189;1896733.80556197
157256481;-118.296450055961117;34.039419967116181;Education;Public Elementary Schools;;Los Angeles Unified;Sophia T. Salvin Special Education Center;1925 Budlong Avenue;;Los Angeles;CA;78611;90007;publish;34.03942;-118.29645;6471858.39048031;1836858.52308181
157256502;-118.28819005618044;33.96964996720272;Education;Public Elementary Schools;;Los Angeles Unified;Loren Miller Elementary School;830 West 77th Street;;Los Angeles;CA;78632;90044;publish;33.96965;-118.28819;6474288.02177589;1811460.62177798
157256503;-118.355930056341933;34.046629967251455;Education;Public Elementary Schools;;Los Angeles Unified;Saturn Street Elementary School;5360 Saturn Street;;Los Angeles;CA;78633;90019;publish;34.04663;-118.35593;6453847.80051731;1839540.84317648
157256508;-118.17798005638187;34.053249966926259;Education;Public Elementary Schools;;Los Angeles Unified;Robert F. Kennedy Elementary School;4010 East Ramboz Drive;;Los Angeles;CA;78638;90063;publish;34.05325;-118.17798;6507758.70188163;1841806.82224031
157256509;-118.191850056395822;33.98899996703144;Education;Public Elementary Schools;;Los Angeles Unified;Fishburn Avenue Elementary School;5701 Fishburn Avenue;;Maywood;CA;78639;90270;publish;33.989;-118.19185;6503512.74186964;1818432.72955289
157256512;-118.502930055606669;34.249049966209824;Education;Public Elementary Schools;;Los Angeles Unified;Balboa Gifted/High Ability Magnet Elementary School;17020 Labrador Street;;Northridge;CA;78642;91325;publish;34.24905;-118.50293;6409685.70806739;1913394.54061314
157256513;-118.247210055849408;34.036009967107823;Education;Public Elementary Schools;;Los Angeles Unified;Ninth Street Elementary School;835 Stanford Ave;;Los Angeles;CA;78643;90021;publish;34.03601;-118.24721;6486772.96399756;1835577.21921398
157256514;-118.210600056803671;34.029599967365492;Education;Public Elementary Schools;;Los Angeles Unified;Sunrise Elementary School;2821 East Seventh Street;;Los Angeles;CA;78644;90023;publish;34.0296;-118.2106;6497859.8128868;1833219.24000606
157256516;-118.217890056071752;33.944479967469583;Education;Public Elementary Schools;;Los Angeles Unified;Montara Avenue Elementary School;10018 Montara Avenue;;South Gate;CA;78646;90280;publish;33.94448;-118.21789;6495583.84401356;1802247.07754107
157256517;-118.193750056152666;33.965699967425024;Education;Public Elementary Schools;;Los Angeles Unified;Teresa Hughes Elementary School;4242 Clara Street;;Cudahy;CA;78647;90201;publish;33.9657;-118.19375;6502920.43104638;1809954.48929156
157256518;-118.201820055980662;33.945229967252672;Education;Public Elementary Schools;;Los Angeles Unified;San Miguel Elementary School;9801 San Miguel Avenue;;South Gate;CA;78648;90280;publish;33.94523;-118.20182;6500458.44942181;1802509.84276356
157256519;-118.287190056177124;34.05092996689929;Education;Public Elementary Schools;;Los Angeles Unified;Leo Politi Elementary School;2481 West 11th Street;;Los Angeles;CA;78649;90006;publish;34.05093;-118.28719;6474675.74245714;1841039.07574432
157256520;-118.189610056311324;33.980319967025245;Education;Public Elementary Schools;;Los Angeles Unified;Nueva Vista Elementary School;4412 Randolph Street;;Bell;CA;78650;90201;publish;33.98032;-118.18961;6504185.81827939;1815272.61349781
157256521;-118.402630055803314;34.270449966800882;Education;Public Elementary Schools;;Los Angeles Unified;Sara Coughlin Elementary School;11035 Borden Street;;Pacoima;CA;78651;91331;publish;34.27045;-118.40263;6440027.21496956;1921045.79499565
157256522;-118.272460056155666;34.05520996677987;Education;Public Elementary Schools;;Los Angeles Unified;Esperanza Elementary School;680 Little Street;;Los Angeles;CA;78652;90017;publish;34.05521;-118.27246;6479141.91298673;1842584.22390072
157256523;-118.224250056392748;33.967169967023963;Education;Public Elementary Schools;;Los Angeles Unified;Walnut Park Elementary School;2642 Olive Street;;Huntington Park;CA;78653;90255;publish;33.96717;-118.22425;6493673.26745413;1810508.68142465
157256524;-118.305410056221049;34.04859996665602;Education;Public Elementary Schools;;Los Angeles Unified;Los Angeles Elementary School;1211 South Hobart Boulevard;;Los Angeles;CA;78654;90006;publish;34.0486;-118.30541;6469154.04418297;1840207.41599031
157256525;-118.212310056386087;33.983799967486298;Education;Public Elementary Schools;;Los Angeles Unified;San Antonio Elementary School;6222 State Street;;Huntington Park;CA;78655;90255;publish;33.9838;-118.21231;6497306.49017455;1816552.81434947
157256527;-118.261960056102524;34.057989966923095;Education;Public Elementary Schools;;Los Angeles Unified;Gratts Learning Academy for Young Scholars (GLAYS);309 Lucas Avenue;;Los Angeles;CA;78657;90017;publish;34.05799;-118.26196;6482325.00307722;1843587.46172364
157256528;-118.210970056635261;33.958469967123754;Education;Public Elementary Schools;;Los Angeles Unified;Independence Elementary School;8435 Victoria Avenue;;South Gate;CA;78658;90280;publish;33.95847;-118.21097;6497693.37653989;1807333.85444097
157256532;-118.455430055678178;34.235119966250984;Education;Public Elementary Schools;;Los Angeles Unified;Primary Academy for Success;9075 Willis Avenue;;Panorama City;CA;78662;91402;publish;34.23512;-118.45543;6424017.05801356;1908256.7841564
157256535;-118.174010056530292;33.966469967377897;Education;Public Elementary Schools;;Los Angeles Unified;Ellen Ochoa Learning Center;5027 Live Oak Street;;Cudahy;CA;78665;90201;publish;33.96647;-118.17401;6508906.57688247;1810223.75876614
157256537;-118.280670056023283;34.066519967184256;Education;Public Elementary Schools;;Los Angeles Unified;Lafayette Park Primary Center;310 South La Fayette Park Place;;Los Angeles;CA;78667;90057;publish;34.06652;-118.28067;6476666.59444655;1846706.97746623
157256543;-118.463930055518361;34.192269966096006;Education;Public Elementary Schools;;Los Angeles Unified;Columbus Avenue;6700 Columbus Avenue;;Van Nuys;CA;78673;91405;publish;34.19227;-118.46393;6421375.98783639;1892674.80974297
157256544;-118.25727005628471;34.056139966799265;Education;Public Elementary Schools;;Los Angeles Unified;CDS Elementary School;333 South Beaudry Avenue, 18th Floor;;Los Angeles;CA;78674;90017;publish;34.05614;-118.25727;6483743.83554138;1842910.54411423
157256545;-118.279210056440007;34.057389966959427;Education;Public Elementary Schools;;Los Angeles Unified;MacArthur Park Elementary School School for the Visual and Performing Arts;2300 West Seventh Street;;Los Angeles;CA;78675;90057;publish;34.05739;-118.27921;6477099.53977488;1843383.1757149
157256547;-118.076010056536447;33.970439966946074;Education;Public Elementary Schools;;Los Nietos;Ada S. Nelson Elementary School;8140 South Vicki Drive;;Whittier;CA;78677;90606;publish;33.97044;-118.07601;6538623.46856405;1811631.57058306
157256548;-118.068700056543449;33.96599996697379;Education;Public Elementary Schools;;Los Nietos;Aeolian Elementary School;11600 Aeolian Street;;Whittier;CA;78678;90606;publish;33.966;-118.0687;6540838.81649555;1810014.16502523
157256550;-118.081330056055748;33.954459967027837;Education;Public Elementary Schools;;Los Nietos;Rancho Santa Gertrudes Elementary School;11233 East Charlesworth Road;;Santa Fe Springs;CA;78680;90670;publish;33.95446;-118.08133;6537005.69588096;1805817.36994115
157256551;-117.966060056311036;33.933719966932976;Education;Public Elementary Schools;;Lowell Joint;El Portal Elementary School;200 North Nada Street;;La Habra;CA;78681;90631;publish;33.93372;-117.96606;6571965.73324423;1798261.38964631
157256552;-117.9808200567916;33.938719967040569;Education;Public Elementary Schools;;Lowell Joint;Jordan Elementary School;10654 Jordan Road;;Whittier;CA;78682;90603;publish;33.93872;-117.98082;6567488.06897122;1800079.8174399
157256553;-117.974100057284403;33.944059966957624;Education;Public Elementary Schools;;Lowell Joint;Macy Elementary School;2301 West Russell Street;;La Habra;CA;78683;90631;publish;33.94406;-117.9741;6569525.89954121;1802023.61834231
157256554;-117.988600057028307;33.921899967363117;Education;Public Elementary Schools;;Lowell Joint;Meadow Green Elementary School;12025 South Grovedale Drive;;Whittier;CA;78684;90604;publish;33.9219;-117.9886;6565128.90931948;1793958.28375123
157256555;-117.973880056638691;33.921029967653006;Education;Public Elementary Schools;;Lowell Joint;Olita Elementary School;950 South Briercliff Drive;;La Habra;CA;78685;90631;publish;33.92103;-117.97388;6569594.80491522;1793642.50485523
157256557;-118.208140056260959;33.913959966766072;Education;Public Elementary Schools;;Lynwood Unified;Helen Keller Elementary School;3521 Palm Avenue;;Lynwood;CA;78687;90262;publish;33.91396;-118.20814;6498518.03630789;1791133.92161781
157256558;-118.204020056839383;33.932759967053556;Education;Public Elementary Schools;;Lynwood Unified;Thurgood Marshall Elementary School;3593 Martin Luther King Boulevard;;Lynwood;CA;78688;90262;publish;33.93276;-118.20402;6499781.98063038;1797973.09002607
157256566;-118.187310056579221;33.910359967038197;Education;Public Elementary Schools;;Lynwood Unified;Janie P. Abbott Elementary School;5260 East Clark Street;;Lynwood;CA;78696;90262;publish;33.91036;-118.18731;6504835.67131038;1789811.36947289
157256567;-118.215890056321797;33.933029967212249;Education;Public Elementary Schools;;Lynwood Unified;Lincoln Elementary School;11031 State Street;;Lynwood;CA;78697;90262;publish;33.93303;-118.21589;6496181.49767388;1798078.86967014
157256568;-118.213740056552282;33.919359966748793;Education;Public Elementary Schools;;Lynwood Unified;Lindbergh Elementary School;3300 Cedar Avenue;;Lynwood;CA;78698;90262;publish;33.91936;-118.21374;6496823.10695498;1793102.6660399
157256569;-118.184490056061207;33.932519967556374;Education;Public Elementary Schools;;Lynwood Unified;Lugo Elementary School;4345 Pendleton Avenue;;Lynwood;CA;78699;90262;publish;33.93252;-118.18449;6505706.13216789;1797874.30019739
157256570;-118.197440056783847;33.913059967336501;Education;Public Elementary Schools;;Lynwood Unified;Mark Twain Elementary School;12315 Thorson Avenue;;Lynwood;CA;78700;90262;publish;33.91306;-118.19744;6501763.90317573;1790799.84223348
157256571;-118.199780056290109;33.935119967219649;Education;Public Elementary Schools;;Lynwood Unified;Roosevelt Elementary School;10835 Mallison Avenue;;Lynwood;CA;78701;90262;publish;33.93512;-118.19978;6501069.86683413;1798829.36160748
157256572;-118.189540056244866;33.924289967043592;Education;Public Elementary Schools;;Lynwood Unified;Washington Elementary School;4225 Sanborn Avenue;;Lynwood;CA;78702;90262;publish;33.92429;-118.18954;6504168.59193589;1794882.07357031
157256573;-118.182940055898911;33.924219966972998;Education;Public Elementary Schools;;Lynwood Unified;Will Rogers Elementary School;11220 Duncan Avenue;;Lynwood;CA;78703;90262;publish;33.92422;-118.18294;6506170.8198868;1794852.88924548
157256574;-118.207110056048933;33.920729967514582;Education;Public Elementary Schools;;Lynwood Unified;Wilson Elementary School;11700 School Street;;Lynwood;CA;78704;90262;publish;33.92073;-118.20711;6498835.62720814;1793597.02856822
157256577;-118.201790056630131;33.916639967185397;Education;Public Elementary Schools;;Lynwood Unified;Rosa Parks Elementary School;3900 Agnes Street;;Lynwood;CA;78707;90262;publish;33.91664;-118.20179;6500446.66138764;1792105.30451757
157256584;-117.98519005715734;34.146829966717434;Education;Public Elementary Schools;;Monrovia Unified;Bradoaks Elementary School;930 East Lemon Avenue;;Monrovia;CA;78714;91016;publish;34.14683;-117.98519;6566151.38398056;1875814.94516881
157256586;-118.009810057300484;34.154279966822038;Education;Public Elementary Schools;;Monrovia Unified;Mayflower Elementary School;210 North Mayflower Avenue;;Monrovia;CA;78716;91016;publish;34.15428;-118.00981;6558702.38247439;1878525.95057356
157256587;-117.994790057298886;34.145679966782325;Education;Public Elementary Schools;;Monrovia Unified;Monroe Elementary School;402 West Colorado Boulevard;;Monrovia;CA;78717;91016;publish;34.14568;-117.99479;6563246.73657463;1875396.14974657
157256588;-118.006400057129511;34.11675996657501;Education;Public Elementary Schools;;Monrovia Unified;Plymouth Elementary School;1300 Boley Street;;Monrovia;CA;78718;91016;publish;34.11676;-118.0064;6559733.18454663;1864871.64979823
157256590;-117.993520057200939;34.15004996679783;Education;Public Elementary Schools;;Monrovia Unified;Wild Rose Elementary School;232 Jasmine Avenue;;Monrovia;CA;78720;91016;publish;34.15005;-117.99352;6563630.90280105;1876986.49499106
157256601;-118.16817005613818;34.006109967179739;Education;Public Elementary Schools;;Montebello Unified;Bandini Elementary School;2318 Couts Avenue;;City Of Commerce;CA;78731;90040;publish;34.00611;-118.16817;6510701.5293293;1824646.54684964
157256602;-118.168410056234904;33.959559967392103;Education;Public Elementary Schools;;Montebello Unified;Bell Gardens Elementary School;5620 Quinn Street;;Bell Gardens;CA;78732;90201;publish;33.95956;-118.16841;6510600.40846856;1807706.17292206
157256603;-118.137880056292758;34.035039967326448;Education;Public Elementary Schools;;Montebello Unified;Bella Vista Elementary School;2410 Findlay Avenue;;Monterey Park;CA;78733;91754;publish;34.03504;-118.13788;6519896.22780339;1835160.76893139
157256604;-118.154760056882665;33.973369967289798;Education;Public Elementary Schools;;Montebello Unified;Cesar E. Chavez Elementary School;6139 Loveland Street;;Bell Gardens;CA;78734;90201;publish;33.97337;-118.15476;6514747.47169672;1812725.26688647
157256605;-118.141940056907004;34.021019967158843;Education;Public Elementary Schools;;Montebello Unified;Joseph A. Gascon Elementary School;630 South Leonard Street;;Los Angeles;CA;78735;90022;publish;34.02102;-118.14194;6518658.94812572;1830060.32900105
157256606;-118.100740056654615;34.012389967500674;Education;Public Elementary Schools;;Montebello Unified;Fremont Elementary School;200 West Madison Avenue;;Montebello;CA;78736;90640;publish;34.01239;-118.10074;6531140.4293963;1826904.62960382
157256607;-118.152220055967987;33.964249966909357;Education;Public Elementary Schools;;Montebello Unified;Garfield Elementary School;7425 South Garfield Avenue;;Bell Gardens;CA;78737;90201;publish;33.96425;-118.15222;6515512.56727938;1809405.13245064
157256609;-118.118390056898065;33.996589966721643;Education;Public Elementary Schools;;Montebello Unified;Greenwood Elementary School;900 South Greenwood Avenue;;Montebello;CA;78739;90640;publish;33.99659;-118.11839;6525784.71438597;1821160.5210133
157256610;-118.095910056353929;34.020559966972471;Education;Public Elementary Schools;;Montebello Unified;La Merced Elementary School;724 North Poplar Avenue;;Montebello;CA;78740;90640;publish;34.02056;-118.09591;6532607.02816914;1829876.42385706
157256611;-118.089690056360013;34.008899967058568;Education;Public Elementary Schools;;Montebello Unified;Montebello Gardens Elementary School;4700 Pine Street;;Pico Rivera;CA;78741;90660;publish;34.0089;-118.08969;6534488.0683703;1825631.37624481
157256612;-118.13608005700722;34.014039967472982;Education;Public Elementary Schools;;Montebello Unified;Montebello Park Elementary School;6300 Northside Drive;;Los Angeles;CA;78742;90022;publish;34.01404;-118.13608;6520431.23526356;1827517.7133514
157256613;-118.153790056316737;34.00378996744066;Education;Public Elementary Schools;;Montebello Unified;Rosewood Park;2353 Commerce Way;;City of Commerce;CA;78744;90040;publish;34.00379;-118.15379;6515058.51044472;1823795.27296165
157256614;-118.141820055950745;33.967799966896102;Education;Public Elementary Schools;;Montebello Unified;Suva Elementary School;6740 East Suva Street;;Bell Gardens;CA;78745;90201;publish;33.9678;-118.14182;6518667.98616539;1810692.43958731
157256615;-118.11394005689958;34.015199967332748;Education;Public Elementary Schools;;Montebello Unified;Washington Elementary School;1400 West Madison Avenue;;Montebello;CA;78746;90640;publish;34.0152;-118.11394;6527141.24579364;1827931.51632956
157256616;-118.123700056611256;34.024969967465687;Education;Public Elementary Schools;;Montebello Unified;Wilcox Elementary School;816 Donna Way;;Montebello;CA;78747;90640;publish;34.02497;-118.1237;6524187.89179222;1831490.50888348
157256617;-118.162460056377071;34.015099966697996;Education;Public Elementary Schools;;Montebello Unified;Winter Gardens Elementary School;1277 South Clela Avenue;;Los Angeles;CA;78748;90022;publish;34.0151;-118.16246;6512437.39659247;1827915.33952464
157256624;-118.016260056760586;34.066119966940413;Education;Public Elementary Schools;;Mountain View Elementary;Baker Elementary School;12043 Exline Street;;El Monte;CA;78755;91732;publish;34.06612;-118.01626;6556745.79386789;1846443.13547423
157256626;-118.034440056422511;34.054299966848539;Education;Public Elementary Schools;;Mountain View Elementary;Cogswell Elementary School;11050 Fineview Street;;El Monte;CA;78757;91733;publish;34.0543;-118.03444;6551238.29110339;1842142.99774906
157256627;-118.00216005677936;34.075939967329496;Education;Public Elementary Schools;;Mountain View Elementary;La Primaria Elementary School;4220 Gilman Road;;El Monte;CA;78758;91732;publish;34.07594;-118.00216;6561016.22331914;1850016.43049298
157256628;-118.010230056485739;34.066309966830865;Education;Public Elementary Schools;;Mountain View Elementary;Jerry Voorhis Elementary School;3501 North Durfee Avenue;;El Monte;CA;78759;91732;publish;34.06631;-118.01023;6558572.05825996;1846512.03953589
157256629;-118.020310056646963;34.050489967193535;Education;Public Elementary Schools;;Mountain View Elementary;Maxson Elementary School;12380 Felipe Street;;El Monte;CA;78760;91732;publish;34.05049;-118.02031;6555518.05419739;1840755.29940897
157256630;-118.040120056373979;34.056879966839823;Education;Public Elementary Schools;;Mountain View Elementary;Miramonte Elementary School;10620 Schmidt Road;;El Monte;CA;78761;91732;publish;34.05688;-118.04012;6549518.16724706;1843082.54770723
157256631;-118.034470057028969;34.045799966699171;Education;Public Elementary Schools;;Mountain View Elementary;Monte Vista Elementary School;11111 Thienes Avenue;;El Monte;CA;78762;91732;publish;34.0458;-118.03447;6551228.14315781;1839049.68536614
157256632;-118.025180056389615;34.055939967084022;Education;Public Elementary Schools;;Mountain View Elementary;Parkview Elementary School;12044 EaStreet Elliott Avenue;;El Monte;CA;78763;91732;publish;34.05594;-118.02518;6554043.33798672;1842738.9939324
157256633;-118.021870056885973;34.061369967277749;Education;Public Elementary Schools;;Mountain View Elementary;Willard F. Payne Elementary School;2850 North Mountain View Road;;El Monte;CA;78764;91732;publish;34.06137;-118.02187;6555046.36255547;1844714.84135865
157256634;-118.005330056622469;34.070959967113374;Education;Public Elementary Schools;;Mountain View Elementary;Twin Lakes Elementary School;3900 Gilman Road;;El Monte;CA;78765;91732;publish;34.07096;-118.00533;6560056.16782455;1848204.14901257
157256636;-118.603470055584239;34.381069966204535;Education;Public Elementary Schools;;Newhall;Pico Canyon Elementary School;25255 Pico Canyon Road;;Stevenson Ranch;CA;78767;91381;publish;34.38107;-118.60347;6379591.45985705;1961605.44025414
157256637;-118.511970056460399;34.376709966000533;Education;Public Elementary Schools;;Newhall;Dr. J. Michael McGrath Elementary School;21501 Deputy Jake Way;;Newhall;CA;78768;91321;publish;34.37671;-118.51197;6407190.48208672;1959865.59235589
157256638;-118.591880055969312;34.405459966357682;Education;Public Elementary Schools;;Newhall;Oak Hills Elementary School;26730 Old Rock Road;;Valencia;CA;78769;91381;publish;34.40546;-118.59188;6383140.61614455;1970460.5002999
157256639;-118.531720056242364;34.38186996578942;Education;Public Elementary Schools;;Newhall;Newhall Elementary School;24607 North Walnut Street;;Newhall;CA;78770;91321;publish;34.38187;-118.53172;6401241.18164939;1961774.32935207
157256640;-118.545700055688457;34.374499965921537;Education;Public Elementary Schools;;Newhall;Peachland Avenue Elementary School;24800 Peachland Avenue;;Newhall;CA;78771;91321;publish;34.3745;-118.5457;6397008.65369713;1959114.8871644
157256641;-118.558410055804941;34.376239966464496;Education;Public Elementary Schools;;Newhall;Wiley Canyon Elementary School;24240 La Glorita Circle;;Newhall;CA;78772;91321;publish;34.37624;-118.55841;6393177.04489055;1959769.16079023
157256642;-118.549730055573733;34.382039966488442;Education;Public Elementary Schools;;Newhall;Old Orchard Elementary School;25141 North Avenida Rondel;;Valencia;CA;78773;91355;publish;34.38204;-118.54973;6395807.64428814;1961865.42628273
157256643;-118.554370056474241;34.391849966388421;Education;Public Elementary Schools;;Newhall;Meadows Elementary School;25577 North Fedala Road;;Valencia;CA;78774;91355;publish;34.39185;-118.55437;6394427.38228488;1965443.11368114
157256644;-118.544110056418759;34.407039965645261;Education;Public Elementary Schools;;Newhall;Valencia Valley Elementary School;23601 Carrizo Drive;;Valencia;CA;78775;91355;publish;34.40704;-118.54411;6397552.52268814;1970954.06492956
157256645;-118.59657005566082;34.390819966088181;Education;Public Elementary Schools;;Newhall;Stevenson Ranch Elementary School;25820 North Carroll Lane;;Stevenson Ranch;CA;78776;91381;publish;34.39082;-118.59657;6381694.36050689;1965141.16809081
157256651;-118.101940056104695;33.894809967597418;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Anna M. Glazier Elementary School;10932 East Excelsior Drive;;Norwalk;CA;78782;90650;publish;33.89481;-118.10194;6530733.36853063;1784115.09641664
157256653;-118.074890056499584;33.9029499676708;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Cesar Chavez Elementary School;12110 East Walnut Street;;Norwalk;CA;78784;90650;publish;33.90295;-118.07489;6538944.76385322;1787070.21189748
157256655;-118.095700056299762;33.908569967270061;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;D. D. Johnston Elementary School;13421 South Fairford Avenue;;Norwalk;CA;78786;90650;publish;33.90857;-118.0957;6532631.86342131;1789120.81737632
157256656;-117.995830056865117;33.897489967775023;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Eastwood Elementary School;15730 Pescados Drive;;La Mirada;CA;78787;90638;publish;33.89749;-117.99583;6562935.81167156;1785074.75197764
157256657;-118.09556005616993;33.896639966844219;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Loretta Lampton Elementary School;14716 Elmcroft Avenue;;Norwalk;CA;78788;90650;publish;33.89664;-118.09556;6532670.21669105;1784779.17382865
157256658;-118.011700056495158;33.893929967237277;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Escalona Elementary School;15135 Escalona Road;;La Mirada;CA;78789;90638;publish;33.89393;-118.0117;6558119.55358756;1783779.36414848
157256659;-118.034730056163411;33.909689967727836;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Foster Road Elementary School;13930 East Foster Road;;La Mirada;CA;78790;90638;publish;33.90969;-118.03473;6551132.26834956;1789516.40943289
157256660;-118.021620057021934;33.910759967328843;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Gardenhill Elementary School;14607 East Gardenhill Drive;;La Mirada;CA;78791;90638;publish;33.91076;-118.02162;6555110.29615463;1789904.69212089
157256661;-118.076200056163785;33.893909967634116;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Earl E. Edmondson Elementary School;15121 South Grayland Avenue;;Norwalk;CA;78792;90650;publish;33.89391;-118.0762;6538544.7472648;1783780.64367348
157256662;-118.064050056700864;33.894729967262755;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;John Dolland Elementary School;15021 South Bloomfield Avenue;;Norwalk;CA;78793;90650;publish;33.89473;-118.06405;6542232.28385296;1784076.48855422
157256663;-117.989690057265491;33.915889967334898;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;John Foster Dulles Elementary School;12726 Meadowgreen Road;;La Mirada;CA;78794;90638;publish;33.91589;-117.98969;6564798.44508539;1791771.07224639
157256664;-118.086720056809611;33.896769967243138;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;John H. Nuffer Elementary School;14821 South Jersey Avenue;;Norwalk;CA;78795;90650;publish;33.89677;-118.08672;6535352.97969823;1784824.05169165
157256665;-118.085920056948581;33.908669967503556;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Julia B. Morrison Elementary School;13510 South Maidstone;;Norwalk;CA;78796;90650;publish;33.90867;-118.08592;6535599.46116063;1789154.52892306
157256666;-118.001090056199729;33.901899967035597;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;La Pluma Elementary School;14420 La Pluma Drive;;La Mirada;CA;78797;90638;publish;33.9019;-118.00109;6561339.56420788;1786679.62934531
157256669;-118.101690056481559;33.908259967218832;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;New River Elementary School;13432 South Halcourt Avenue;;Norwalk;CA;78800;90650;publish;33.90826;-118.10169;6530814.19054747;1789009.78577423
157256670;-118.078160056266057;33.88425996735544;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Arturo Sanchez Elementary School;11960 East 162nd Street;;Norwalk;CA;78801;90650;publish;33.88426;-118.07816;6537947.18546781;1780269.23698239
157256673;-118.065720056636295;33.9098099674978;Education;Public Elementary Schools;;Norwalk-La Mirada Unified;Thomas B. Moffitt Elementary School;13323 South Goller Avenue;;Norwalk;CA;78804;90650;publish;33.90981;-118.06572;6541729.05618489;1789564.77810256
157256675;-118.040060056834193;34.553759966372553;Education;Public Elementary Schools;;Palmdale Elementary;Yellen Learning Center;37015 Goldenview Way;;Palmdale;CA;78806;93552;publish;34.55376;-118.04006;6549608.39738156;2023906.94294748
157256678;-118.062540057207414;34.559719966329233;Education;Public Elementary Schools;;Palmdale Elementary;Oak Tree Community Day;37230 37th Street East;;Palmdale;CA;78809;93550;publish;34.55972;-118.06254;6542841.10022064;2026079.38774957
157256679;-118.155040056855853;34.594139966171731;Education;Public Elementary Schools;;Palmdale Elementary;Dos Caminos;39174 Palm Tree Way;;Palmdale;CA;78810;93551;publish;34.59414;-118.15504;6515011.01578905;2038635.82818781
157256682;-118.095850056740829;34.58276996644873;Education;Public Elementary Schools;;Palmdale Elementary;Tamarisk;1843 East Avenue Q5;;Palmdale;CA;78813;93550;publish;34.58277;-118.09585;6532820.29939614;2034475.7620329
