OBJECTID;COMID;PERMANENT_;AREASQKM;REACHCODE;FTYPE;FCODE;OBJECTID_1;DESCRIPTIO;HYDROGRAPH;Shapearea;Shapelen;InLA
85;27561969;27561969;0.096; ;466;46600;1948;Swamp/Marsh; ;2.89808135486737;8.15770240035699;No
783;27694060;27694060;0;1,81E+13;436;43613;2646;Reservoir: Reservoir Type = Water Storage;;;;
239;27926980;27926980;0; ;361;36100;2102;Playa; ;500.305718679964;104.003333808479;Yes
505;132735677;132735677;0;1,81E+13;436;43613;2368;Reservoir: Reservoir Type = Water Storage;;;;
461;27937474;27937474;0;1,81E+13;436;43613;2324;Reservoir: Reservoir Type = Water Storage;;;;
704;27691920;27691920;0;1,81E+13;390;39004;2567;Lake/Pond: Hydrographic Category = Perennial;Perennial;1144.75841568345;133.131190714407;Yes
984;27689808;27689808;0;1,81E+13;436;43613;2847;Reservoir: Reservoir Type = Water Storage;;;;
889;132735488;132735488;0;1,81E+13;390;39001;2752;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;1520.56114153309;156.938622874172;Yes
833;27107181;27107181;0;1,81E+13;390;39004;2696;Lake/Pond: Hydrographic Category = Perennial;Perennial;1634.67936228404;158.806721739831;Yes
592;27556515;27556515;0;1,81E+13;436;43613;2455;Reservoir: Reservoir Type = Water Storage;;;;
436;27104897;27104897;0;1,81E+13;390;39004;2299;Lake/Pond: Hydrographic Category = Perennial;Perennial;1770.16207170697;165.979213747671;Yes
895;132735715;132735715;0;1,81E+13;390;39001;2758;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;1617.67379330046;173.517014409778;Yes
272;120011581;120011581;0;1,81E+13;436;43613;2135;Reservoir: Reservoir Type = Water Storage;;;;
716;27913128;27913128;0;1,81E+13;390;39004;2579;Lake/Pond: Hydrographic Category = Perennial;Perennial;2194.99703626451;174.737804167502;Yes
452;27920862;27920862;0;1,81E+13;390;39001;2315;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2261.20189514099;178.920623857295;Yes
1053;132735511;132735511;0;1,81E+13;390;39001;2916;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2461.57282885318;181.765729013621;Yes
987;27687724;27687724;0;1,81E+13;436;43613;2850;Reservoir: Reservoir Type = Water Storage;;;;
1058;27686890;27686890;0;1,81E+13;436;43613;2921;Reservoir: Reservoir Type = Water Storage;;;;
827;27909472;27909472;0;1,81E+13;436;43613;2690;Reservoir: Reservoir Type = Water Storage;;;;
311;27923320;27923320;0;1,81E+13;390;39001;2174;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2411.59890675087;189.120177505269;Yes
798;27108577;27108577;0;1,81E+13;390;39004;2661;Lake/Pond: Hydrographic Category = Perennial;Perennial;2492.02684863425;195.204704688056;Yes
221;27092349;27092349;0;1,81E+13;390;39004;2084;Lake/Pond: Hydrographic Category = Perennial;Perennial;2671.49611812034;195.242541350687;Yes
1033;27110519;27110519;0;1,81E+13;390;39001;2896;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2472.08267734038;198.78920183041;Yes
527;27106571;27106571;0;1,81E+13;436;43624;2390;Reservoir;;;;
847;27937072;27937072;0;1,81E+13;390;39004;2710;Lake/Pond: Hydrographic Category = Perennial;Perennial;2809.5842382682;204.161645729073;Yes
477;132735519;132735519;0;1,81E+13;390;39001;2340;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2844.7973083072;207.353448792021;Yes
430;27557387;27557387;0;1,81E+13;436;43613;2293;Reservoir: Reservoir Type = Water Storage;;;;
310;27923316;27923316;0;1,81E+13;390;39001;2173;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3250.93105022038;211.879912638242;Yes
748;132735563;132735563;0;1,81E+13;390;39001;2611;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2986.46737124081;212.580650306898;Yes
771;27922758;27922758;0;1,81E+13;390;39001;2634;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3310.05821142589;212.942796319574;Yes
281;27904058;27904058;0;1,81E+13;390;39004;2144;Lake/Pond: Hydrographic Category = Perennial;Perennial;2787.10738457964;213.201680735218;Yes
371;27108521;27108521;0;1,81E+13;436;43613;2234;Reservoir: Reservoir Type = Water Storage;;;;
255;27104895;27104895;0;1,81E+13;390;39004;2118;Lake/Pond: Hydrographic Category = Perennial;Perennial;3023.46872081783;214.95875341814;Yes
909;27110513;27110513;0;1,81E+13;390;39001;2772;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3059.91601286233;215.158646294505;Yes
212;27555919;27555919;0;1,81E+13;436;43601;2075;Reservoir: Reservoir Type = Aquaculture; ;3182.18669359132;220.021790506083;Yes
762;27558759;27558759;0;1,81E+13;390;39001;2625;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2985.77766320009;221.762021590315;Yes
701;27104893;27104893;0;1,81E+13;390;39004;2564;Lake/Pond: Hydrographic Category = Perennial;Perennial;3670.24244534071;225.48647605562;Yes
598;27104891;27104891;0;1,81E+13;390;39004;2461;Lake/Pond: Hydrographic Category = Perennial;Perennial;3175.73330001202;227.451919440038;Yes
366;132735717;132735717;0;1,81E+13;390;39001;2229;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2763.19456844703;227.535148934345;Yes
1005;27920864;27920864;0;1,81E+13;390;39001;2868;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3473.22599597509;228.907734388775;Yes
826;27559575;27559575;0;1,81E+13;436;43613;2689;Reservoir: Reservoir Type = Water Storage;;;;
560;27909470;27909470;0;1,81E+13;436;43613;2423;Reservoir: Reservoir Type = Water Storage;;;;
511;27095137;27095137;0;1,81E+13;390;39004;2374;Lake/Pond: Hydrographic Category = Perennial;Perennial;3644.17173832424;232.804589110952;Yes
867;27687786;27687786;0;1,81E+13;390;39001;2730;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3876.15751038302;235.891558250557;Yes
262;27558761;27558761;0;1,81E+13;390;39001;2125;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2815.91129224601;236.08237895369;Yes
1014;132735721;132735721;0;1,81E+13;390;39001;2877;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2869.96899290297;236.106421661853;Yes
718;27922764;27922764;0;1,81E+13;390;39001;2581;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;2980.23699778145;236.790468914555;Yes
956;27560151;27560151;0;1,81E+13;436;43613;2819;Reservoir: Reservoir Type = Water Storage;;;;
842;27913130;27913130;0;1,81E+13;390;39004;2705;Lake/Pond: Hydrographic Category = Perennial;Perennial;2873.6611067774;238.869017833109;Yes
958;27687346;27687346;0;1,81E+13;390;39001;2821;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3709.54546598972;239.515508208032;Yes
345;132735719;132735719;0;1,81E+13;390;39001;2208;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3470.07460207129;240.144512351782;Yes
898;27555929;27555929;0;1,81E+13;436;43624;2761;Reservoir;;;;
682;27937108;27937108;0;1,81E+13;390;39001;2545;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4204.23449588572;242.315349693134;Yes
920;27912030;27912030;0;1,81E+13;390;39004;2783;Lake/Pond: Hydrographic Category = Perennial;Perennial;3801.38569098078;243.867016294735;Yes
1063;27102187;27102187;0;1,81E+13;390;39004;2926;Lake/Pond: Hydrographic Category = Perennial;Perennial;4699.4710776328;247.33649101415;Yes
632;27923330;27923330;0;1,81E+13;390;39001;2495;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3482.25220567437;248.676550727059;Yes
707;27557327;27557327;0;1,81E+13;390;39001;2570;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3486.32831524262;249.158061356633;Yes
992;27086431;27086431;0;1,81E+13;390;39004;2855;Lake/Pond: Hydrographic Category = Perennial;Perennial;4364.54515392696;249.315940927388;Yes
974;27913046;27913046;0;1,81E+13;390;39001;2837;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3921.19016486093;250.71783612608;Yes
236;27937138;27937138;0;1,81E+13;390;39004;2099;Lake/Pond: Hydrographic Category = Perennial;Perennial;3817.61667786075;251.233692895911;Yes
1060;27687830;27687830;0;1,81E+13;436;43613;2923;Reservoir: Reservoir Type = Water Storage;;;;
479;132735710;132735710;0;1,81E+13;390;39001;2342;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;3351.33792213193;252.142237388126;Yes
476;27927840;27927840;0;1,81E+13;390;39004;2339;Lake/Pond: Hydrographic Category = Perennial;Perennial;3965.71026587958;252.25518162994;Yes
407;27895976;27895976;0;1,81E+13;390;39004;2270;Lake/Pond: Hydrographic Category = Perennial;Perennial;4307.59917903615;252.856068871308;Yes
455;27927938;27927938;0;1,81E+13;390;39004;2318;Lake/Pond: Hydrographic Category = Perennial;Perennial;3858.64538309137;254.551079940528;Yes
1018;27686870;27686870;0;1,81E+13;436;43613;2881;Reservoir: Reservoir Type = Water Storage;;;;
937;27108539;27108539;0;1,81E+13;390;39004;2800;Lake/Pond: Hydrographic Category = Perennial;Perennial;3808.15851152712;256.357908912618;Yes
786;27556521;27556521;0;1,81E+13;436;43613;2649;Reservoir: Reservoir Type = Water Storage;;;;
426;27687736;27687736;0;1,81E+13;436;43613;2289;Reservoir: Reservoir Type = Water Storage;;;;
659;27915702;27915702;0;1,81E+13;390;39001;2522;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4362.78970267745;258.718648664898;Yes
423;27927678;27927678;0; ;361;36100;2286;Playa; ;4895.40532427568;258.770992341353;Yes
591;27109731;27109731;0;1,81E+13;436;43613;2454;Reservoir: Reservoir Type = Water Storage;;;;
684;132735609;132735609;0;1,81E+13;436;43613;2547;Reservoir: Reservoir Type = Water Storage;;;;
469;27560037;27560037;0;1,81E+13;390;39004;2332;Lake/Pond: Hydrographic Category = Perennial;Perennial;3868.43359871455;260.05380411503;Yes
143;27108557;27108557;0;1,81E+13;390;39004;2006;Lake/Pond: Hydrographic Category = Perennial;Perennial;3942.70609038281;260.258147976707;Yes
401;27102197;27102197;0;1,81E+13;390;39004;2264;Lake/Pond: Hydrographic Category = Perennial;Perennial;4295.38147830493;263.254475879337;Yes
254;27102185;27102185;0;1,81E+13;390;39004;2117;Lake/Pond: Hydrographic Category = Perennial;Perennial;5109.82867110521;263.940694363062;Yes
824;27556577;27556577;0;1,81E+13;436;43613;2687;Reservoir: Reservoir Type = Water Storage;;;;
761;27557337;27557337;0;1,81E+13;390;39001;2624;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4381.57389170448;265.543451289891;Yes
256;27108543;27108543;0;1,81E+13;390;39004;2119;Lake/Pond: Hydrographic Category = Perennial;Perennial;4603.70182986786;266.865808128633;Yes
742;27922848;27922848;0;1,81E+13;390;39004;2605;Lake/Pond: Hydrographic Category = Perennial;Perennial;4953.2082607529;267.064289842058;Yes
361;27916208;27916208;0;1,81E+13;390;39004;2224;Lake/Pond: Hydrographic Category = Perennial;Perennial;4705.26442392282;267.191826462397;Yes
910;27112111;27112111;0;1,81E+13;390;39001;2773;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5276.81409683508;268.872848452628;Yes
208;27115981;27115981;0;1,81E+13;436;43613;2071;Reservoir: Reservoir Type = Water Storage;;;;
651;27558207;27558207;0;1,81E+13;390;39004;2514;Lake/Pond: Hydrographic Category = Perennial;Perennial;4175.77103976414;270.204057448587;Yes
830;27092063;27092063;0;1,81E+13;390;39004;2693;Lake/Pond: Hydrographic Category = Perennial;Perennial;4916.53464628778;271.221322399549;Yes
135;27895952;27895952;0;1,81E+13;436;43613;1998;Reservoir: Reservoir Type = Water Storage;;;;
863;27095135;27095135;0;1,81E+13;390;39004;2726;Lake/Pond: Hydrographic Category = Perennial;Perennial;4982.19017829763;272.637440511625;Yes
879;27920860;27920860;0;1,81E+13;390;39001;2742;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4599.11885118488;272.851715893931;Yes
565;27107793;27107793;0.001;1,81E+13;390;39004;2428;Lake/Pond: Hydrographic Category = Perennial;Perennial;5645.01779647308;273.159880642709;Yes
812;132735507;132735507;0;1,81E+13;390;39001;2675;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4534.23004053394;273.299465260696;Yes
1080;27913124;27913124;0;1,81E+13;390;39004;2943;Lake/Pond: Hydrographic Category = Perennial;Perennial;4682.85197502732;274.328231505819;Yes
429;27557341;27557341;0;1,81E+13;436;43613;2292;Reservoir: Reservoir Type = Water Storage;;;;
213;27555955;27555955;0.001;1,81E+13;436;43613;2076;Reservoir: Reservoir Type = Water Storage;;;;
322;27557353;27557353;0;1,81E+13;436;43613;2185;Reservoir: Reservoir Type = Water Storage;;;;
822;27108029;27108029;0;1,81E+13;436;43613;2685;Reservoir: Reservoir Type = Water Storage;;;;
686;27927688;27927688;0; ;361;36100;2549;Playa; ;5050.63743970145;277.350942883597;Yes
337;27914496;27914496;0;1,81E+13;390;39004;2200;Lake/Pond: Hydrographic Category = Perennial;Perennial;4659.61208520511;277.444603837331;Yes
619;27687344;27687344;0;1,81E+13;390;39001;2482;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4555.34671677793;277.552029738583;Yes
369;27686888;27686888;0;1,81E+13;436;43613;2232;Reservoir: Reservoir Type = Water Storage;;;;
496;27895972;27895972;0;1,81E+13;390;39004;2359;Lake/Pond: Hydrographic Category = Perennial;Perennial;5203.74189940858;278.799692401152;Yes
874;27912028;27912028;0.001;1,81E+13;390;39004;2737;Lake/Pond: Hydrographic Category = Perennial;Perennial;5465.82636263965;279.251288436502;Yes
263;27561917;27561917;0;1,81E+13;390;39001;2126;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5314.8557097708;279.362994698492;Yes
692;27555927;27555927;0;1,81E+13;436;43624;2555;Reservoir;;;;
986;27687700;27687700;0.001;1,81E+13;436;43613;2849;Reservoir: Reservoir Type = Water Storage;;;;
327;27110509;27110509;0.001;1,81E+13;390;39001;2190;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5474.15449420731;283.243254173502;Yes
845;27922792;27922792;0.001;1,81E+13;390;39001;2708;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5623.15680305279;283.981588587936;Yes
278;27106593;27106593;0;1,81E+13;390;39004;2141;Lake/Pond: Hydrographic Category = Perennial;Perennial;4755.65931312763;286.121246271486;Yes
297;27555971;27555971;0;1,81E+13;390;39004;2160;Lake/Pond: Hydrographic Category = Perennial;Perennial;4351.67576286544;287.014480847019;Yes
470;27904012;27904012;0;1,81E+13;390;39004;2333;Lake/Pond: Hydrographic Category = Perennial;Perennial;5008.66993320955;287.407180425466;Yes
294;27686684;27686684;0;1,81E+13;390;39004;2157;Lake/Pond: Hydrographic Category = Perennial;Perennial;4843.34419238599;288.831430424022;Yes
811;27937124;27937124;0.001;1,81E+13;390;39004;2674;Lake/Pond: Hydrographic Category = Perennial;Perennial;6213.40130374199;289.189235760613;Yes
810;27937082;27937082;0.001;1,81E+13;390;39004;2673;Lake/Pond: Hydrographic Category = Perennial;Perennial;6357.29930697839;289.824511974342;Yes
976;27922782;27922782;0;1,81E+13;390;39001;2839;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5036.64052244707;290.143589496116;Yes
708;27557385;27557385;0.001;1,81E+13;390;39001;2571;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6064.36245985499;290.366920690717;Yes
503;132735588;132735588;0.001;1,81E+13;436;43612;2366;Reservoir: Reservoir Type = Sewage Treatment Pond; ;6242.14879388925;290.557719411796;Yes
155;27913114;27913114;0;1,81E+13;390;39004;2018;Lake/Pond: Hydrographic Category = Perennial;Perennial;5172.96936952668;290.766313151777;Yes
184;27104885;27104885;0;1,81E+13;390;39004;2047;Lake/Pond: Hydrographic Category = Perennial;Perennial;5277.44738380461;292.332609158496;Yes
797;27106565;27106565;0;1,81E+13;390;39004;2660;Lake/Pond: Hydrographic Category = Perennial;Perennial;4616.80999041711;292.513279926096;Yes
769;27913478;27913478;0.001;1,81E+13;390;39004;2632;Lake/Pond: Hydrographic Category = Perennial;Perennial;6257.9038965769;293.152837043885;Yes
445;27912478;27912478;0;1,81E+13;390;39004;2308;Lake/Pond: Hydrographic Category = Perennial;Perennial;5222.69988603594;294.127548632305;Yes
580;27920858;27920858;0.001;1,81E+13;390;39001;2443;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5391.28046325084;294.614533651832;Yes
487;27092347;27092347;0.001;1,81E+13;390;39004;2350;Lake/Pond: Hydrographic Category = Perennial;Perennial;5646.58665925722;295.657729928993;Yes
623;27688626;27688626;0.001;1,81E+13;390;39001;2486;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5471.13040418606;295.71325564344;Yes
1055;132735606;132735606;0;1,81E+13;436;43613;2918;Reservoir: Reservoir Type = Water Storage;;;;
929;27684798;27684798;0;1,81E+13;436;43613;2792;Reservoir: Reservoir Type = Water Storage;;;;
458;132735714;132735714;0.001;1,81E+13;436;43613;2321;Reservoir: Reservoir Type = Water Storage;;;;
375;27937476;27937476;0.001;1,81E+13;436;43613;2238;Reservoir: Reservoir Type = Water Storage;;;;
841;27912986;27912986;0;1,81E+13;390;39004;2704;Lake/Pond: Hydrographic Category = Perennial;Perennial;4511.01307371275;297.603748851468;Yes
415;27923318;27923318;0.001;1,81E+13;390;39001;2278;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5832.11999232523;299.217880645635;Yes
588;132735720;132735720;0;1,81E+13;390;39001;2451;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4952.08334549753;301.895998117007;Yes
587;132735705;132735705;0;1,81E+13;390;39001;2450;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4800.87982034095;302.279367434089;Yes
1019;27109751;27109751;0.001;1,81E+13;436;43613;2882;Reservoir: Reservoir Type = Water Storage;;;;
672;27108555;27108555;0;1,81E+13;390;39004;2535;Lake/Pond: Hydrographic Category = Perennial;Perennial;5362.69108005299;303.357866051234;Yes
627;27912026;27912026;0.001;1,81E+13;390;39004;2490;Lake/Pond: Hydrographic Category = Perennial;Perennial;6009.44016667549;304.313229367393;Yes
723;132735587;132735587;0.001;1,81E+13;436;43612;2586;Reservoir: Reservoir Type = Sewage Treatment Pond; ;6924.23963506074;305.062177765995;Yes
364;132735628;132735628;0.001;1,81E+13;390;39001;2227;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6277.26585335291;306.040139242765;Yes
946;27913074;27913074;0;1,81E+13;390;39004;2809;Lake/Pond: Hydrographic Category = Perennial;Perennial;5356.52027878698;306.106524824374;Yes
818;27927674;27927674;0.001; ;361;36100;2681;Playa; ;6607.24607439809;306.267613013943;Yes
222;27109791;27109791;0.001;1,81E+13;390;39004;2085;Lake/Pond: Hydrographic Category = Perennial;Perennial;5620.18817262027;307.018933698848;Yes
519;27922784;27922784;0.001;1,81E+13;390;39001;2382;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6243.05898086228;307.209423751327;Yes
466;27095133;27095133;0.001;1,81E+13;390;39004;2329;Lake/Pond: Hydrographic Category = Perennial;Perennial;6521.6921527285;308.855727211275;Yes
165;132735590;132735590;0.001;1,81E+13;436;43612;2028;Reservoir: Reservoir Type = Sewage Treatment Pond; ;7021.16506124943;308.88755305613;Yes
843;27913482;27913482;0.001;1,81E+13;390;39001;2706;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;7052.03152304243;309.405211474125;Yes
166;132735593;132735593;0.001;1,81E+13;436;43612;2029;Reservoir: Reservoir Type = Sewage Treatment Pond; ;7253.6457089452;309.433707499096;Yes
927;132735716;132735716;0;1,81E+13;436;43613;2790;Reservoir: Reservoir Type = Water Storage;;;;
225;27560145;27560145;0.001;1,81E+13;390;39001;2088;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6350.07342282255;311.287253587972;Yes
1038;27895954;27895954;0.001;1,81E+13;390;39004;2901;Lake/Pond: Hydrographic Category = Perennial;Perennial;6782.96391318914;311.573252777227;Yes
356;27905222;27905222;0.001;1,81E+13;390;39004;2219;Lake/Pond: Hydrographic Category = Perennial;Perennial;7284.41397638944;313.535946244;Yes
205;132735698;132735698;0;1,81E+13;390;39001;2068;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4798.21909130304;314.280452871096;Yes
507;27686096;27686096;0.001;1,81E+13;436;43613;2370;Reservoir: Reservoir Type = Water Storage;;;;
881;27920918;27920918;0.001;1,81E+13;390;39001;2744;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6454.41512418387;314.491200059502;Yes
276;27559585;27559585;0.001;1,81E+13;436;43613;2139;Reservoir: Reservoir Type = Water Storage;;;;
448;27913122;27913122;0;1,81E+13;390;39004;2311;Lake/Pond: Hydrographic Category = Perennial;Perennial;5052.34066687311;314.716644559504;Yes
103;121540683;121540683;0.001;1,81E+13;390;39004;1966;Lake/Pond: Hydrographic Category = Perennial;Perennial;6167.54152420305;314.954048198103;Yes
234;27937088;27937088;0.001;1,81E+13;390;39004;2097;Lake/Pond: Hydrographic Category = Perennial;Perennial;7608.01958373943;315.062466004521;Yes
924;132735520;132735520;0.001;1,81E+13;436;43613;2787;Reservoir: Reservoir Type = Water Storage;;;;
808;27914492;27914492;0.001;1,81E+13;390;39004;2671;Lake/Pond: Hydrographic Category = Perennial;Perennial;6624.09595663402;316.63693899339;Yes
462;27687350;27687350;0.001;1,81E+13;390;39001;2325;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6470.82420705314;317.768989672266;Yes
400;27086413;27086413;0.001;1,81E+13;390;39004;2263;Lake/Pond: Hydrographic Category = Perennial;Perennial;5456.71970863945;317.771165499976;Yes
370;27686508;27686508;0.001;1,81E+13;436;43613;2233;Reservoir: Reservoir Type = Water Storage;;;;
683;132735591;132735591;0.001;1,81E+13;436;43612;2546;Reservoir: Reservoir Type = Sewage Treatment Pond; ;7650.66963884714;319.685360604656;Yes
1079;27913094;27913094;0.001;1,81E+13;390;39004;2942;Lake/Pond: Hydrographic Category = Perennial;Perennial;5987.91985326308;319.725317523326;Yes
802;27687790;27687790;0.001;1,81E+13;390;39001;2665;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6198.10400867692;320.16249562703;Yes
211;27687730;27687730;0.001;1,81E+13;436;43613;2074;Reservoir: Reservoir Type = Water Storage;;;;
121;27556571;27556571;0.001;1,81E+13;390;39001;1984;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6766.88600626342;321.367256021216;Yes
168;132735681;132735681;0.001;1,81E+13;390;39001;2031;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6320.1586339387;322.10934399473;Yes
1002;27912996;27912996;0.001;1,81E+13;390;39004;2865;Lake/Pond: Hydrographic Category = Perennial;Perennial;6486.21882749995;322.280809793041;Yes
241;27927660;27927660;0.001; ;361;36100;2104;Playa; ;6638.43955604399;322.852090313863;Yes
963;27095105;27095105;0.001;1,81E+13;390;39004;2826;Lake/Pond: Hydrographic Category = Perennial;Perennial;6344.90994005405;323.75175038267;Yes
1025;27684764;27684764;0.001;1,81E+13;390;39001;2888;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;7008.88026658817;324.105178811496;Yes
478;132735594;132735594;0.001;1,81E+13;436;43612;2341;Reservoir: Reservoir Type = Sewage Treatment Pond; ;7616.50306137835;324.703610086007;Yes
347;27556593;27556593;0.001;1,81E+13;436;43613;2210;Reservoir: Reservoir Type = Water Storage;;;;
359;27913022;27913022;0.001;1,81E+13;390;39004;2222;Lake/Pond: Hydrographic Category = Perennial;Perennial;6639.92514050858;326.54392758427;Yes
658;27913068;27913068;0.001;1,81E+13;390;39004;2521;Lake/Pond: Hydrographic Category = Perennial;Perennial;5987.24218929029;326.790142070496;Yes
568;27687802;27687802;0.001;1,81E+13;390;39004;2431;Lake/Pond: Hydrographic Category = Perennial;Perennial;7799.91160455358;326.947701995656;Yes
538;27688628;27688628;0.001;1,81E+13;390;39001;2401;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6765.3130989023;327.15284104379;Yes
1078;27913030;27913030;0.001;1,81E+13;390;39004;2941;Lake/Pond: Hydrographic Category = Perennial;Perennial;6088.00993853043;329.081949422253;Yes
467;27108561;27108561;0.001;1,81E+13;390;39004;2330;Lake/Pond: Hydrographic Category = Perennial;Perennial;5568.10036340027;329.425974279518;Yes
703;27109735;27109735;0.001;1,81E+13;390;39004;2566;Lake/Pond: Hydrographic Category = Perennial;Perennial;6387.15958699209;329.75730809372;Yes
740;27912984;27912984;0.001;1,81E+13;390;39004;2603;Lake/Pond: Hydrographic Category = Perennial;Perennial;5607.37530736237;331.530759032413;Yes
550;27922822;27922822;0.001;1,81E+13;390;39001;2413;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;7679.66663447109;331.921931565206;Yes
243;27686648;27686648;0.001;1,81E+13;436;43613;2106;Reservoir: Reservoir Type = Water Storage;;;;
167;132735680;132735680;0.001;1,81E+13;436;43613;2030;Reservoir: Reservoir Type = Water Storage;;;;
774;132735475;132735475;0.001;1,81E+13;390;39001;2637;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;7461.28036864206;335.218933802708;Yes
499;27920856;27920856;0.001;1,81E+13;390;39001;2362;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;7027.70078447484;335.634784745048;Yes
159;27922796;27922796;0.001;1,81E+13;390;39001;2022;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;5472.26731060495;336.483725291855;Yes
474;27922802;27922802;0;1,81E+13;390;39001;2337;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4759.00158102294;336.599932094164;Yes
312;27927960;27927960;0;1,81E+13;390;39004;2175;Lake/Pond: Hydrographic Category = Perennial;Perennial;5031.84201034447;336.691724975278;Yes
933;27684816;27684816;0;1,81E+13;390;39001;2796;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4883.88676476944;337.062979955509;Yes
528;27691924;27691924;0.001;1,81E+13;436;43613;2391;Reservoir: Reservoir Type = Water Storage;;;;
1072;27903990;27903990;0.001;1,81E+13;390;39004;2935;Lake/Pond: Hydrographic Category = Perennial;Perennial;7091.65003264379;338.12760913123;Yes
996;27557329;27557329;0.001;1,81E+13;390;39001;2859;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;6981.23472935331;338.317044237274;Yes
443;27903896;27903896;0.001;1,81E+13;390;39004;2306;Lake/Pond: Hydrographic Category = Perennial;Perennial;5849.64422622287;339.429958635972;Yes
972;27912518;27912518;0.001;1,81E+13;390;39004;2835;Lake/Pond: Hydrographic Category = Perennial;Perennial;7914.72778944679;339.946784340374;Yes
324;27828530;27828530;0.001;1,81E+13;436;43613;2187;Reservoir: Reservoir Type = Water Storage;;;;
789;27687348;27687348;0.001;1,81E+13;390;39001;2652;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;7870.02850582644;341.802865558151;Yes
725;132735712;132735712;0;1,81E+13;390;39001;2588;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;4490.38098462458;341.859769056546;Yes
884;27926972;27926972;0.001;1,81E+13;390;39001;2747;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;7300.73229251663;342.0870994294;Yes
116;27909476;27909476;0.001;1,81E+13;436;43613;1979;Reservoir: Reservoir Type = Water Storage;;;;
438;27109781;27109781;0.001;1,81E+13;390;39004;2301;Lake/Pond: Hydrographic Category = Perennial;Perennial;6506.98877842524;343.503028985498;Yes
806;27909456;27909456;0.001;1,81E+13;390;39001;2669;Lake/Pond: Hydrographic Category = Intermittent;Intermittent;7942.62417279801;344.40580710079;Yes
331;27560197;27560197;0.001;1,81E+13;390;39004;2194;Lake/Pond: Hydrographic Category = Perennial;Perennial;7436.07261238927;345.179050168581;Yes
